path,sentence
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए हथियार उठाने की सलाह
844424931323320-906-f.m4a,सलमान के बाद भारत फिल्म में कैटरीना कैफ नजर आईं
844424933096451-725-f.m4a,"निर्वाचन नहीं हुआ, कारण असामान्य स्थिति थी"
844424932675128-725-f.m4a,कोरोना पॉजिटिव होकर भी चिकित्सा सेवाएं दे रहे मेडिकल अधिकारी
844424932805243-725-f.m4a,मुख्यमंत्री के आमंत्रण पर राज्यपाल के न आने पर नाराजगी
844424931029444-760-f.m4a,सोचने में त्रुटियां तर्कहीन विश्वास और नकारात्मक सोच
844424931034414-760-f.m4a,पावर बैंक पर बेहतरीन ऑफर दिवाली सेल में
844424933095852-725-f.m4a,इस सीट पर हाथपंखा प्रतीक का उम्मीदवार
844424932675196-725-f.m4a,आरबीआई यूनाइटेड फोरम की हड़ताल
844424931185296-1116-f.m4a,महामारी फैलाने की क्षमता नए वायरस में
844424932843744-725-f.m4a,मोबाइल चोरी का आरोप
844424932682882-725-f.m4a,भारत दो स्थान नीचे खिसका
844424931034423-760-f.m4a,मालदीव में चीनी रॉकेट का मलबा
844424932843797-725-f.m4a,भीड़ की हिंसा पर चर्चा
844424932355663-436-f.m4a,विशेष अतिथि के रूप में प्रोफेसर डॉ मौजूद
844424932843741-725-f.m4a,आईआरएस विकल्प पर कर सलाहकार से चर्चा
844424933095849-725-f.m4a,गवाह बनने के लिए मजबूर किया
844424931323237-906-f.m4a,म्यांमार प्रशासन रोहिंग्याओं को विदेशी नागरिक के रूप में मान्यता देने के लिए मजबूर कर रहा
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150वें जन्मदिन के अवसर पर एक विशेष कार्यक्रम आयोजित
844424932682836-725-f.m4a,रायहान से मुलाकात करने के लिए मलेशिया के वकील आज ही
844424931285072-906-f.m4a,बांका शहर के मदरसे में पढ़ाई कर रहे बच्चों के शिक्षक
844424932843761-725-f.m4a,बैठक में मौजूद मुख्य अतिथि ने अपने विचार व्यक्त किए
844424931449794-906-f.m4a,एफआर टॉवर की नक्शा धोखाधड़ी मामले में चार्जशीट दाखिल
844424931034413-760-f.m4a,पिछले साल हांगकांग में साबुन संग्रह की परियोजना
844424932355687-436-f.m4a,कोरोना लक्षणों के कारण अस्पताल में भर्ती डॉ
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर डॉ ने सवालों का जवाब दिया
844424932843806-725-f.m4a,वामपंथी दलों का विरोध प्रदर्शन
844424932843748-725-f.m4a,मालदा के वामपंथी नेताओं की घोषणा
844424932675168-725-f.m4a,जनसभा में राज्य सचिव बिजन धर ने विचार व्यक्त किए
844424931285056-906-f.m4a,प्रधानमंत्री राहत कोष में अनुदान
844424932803611-725-f.m4a,एकता फ्रंट की बैठक
844424931034380-760-f.m4a,भारत की संसद में नागरिकता विधेयक पास
844424933096451-725-f.m4a,निर्वाचन स्थगन की जानकारी
844424932675119-725-f.m4a,सीरिया के मिसाइल हमले
844424932805296-725-f.m4a,घटना के बाद अस्पताल में भर्ती
844424932332249-436-f.m4a,पुलिस अधिकारियों की निगरानी के लिए विशेष समिति गठित
844424932843797-725-f.m4a,भीड़ की हिंसा पर विधेयक
844424932804658-725-f.m4a,अभिनेत्री राइमा द्वारा साझा की गई तस्वीर
844424932682891-725-f.m4a,घरेलू हर्बल उपचार से बालों को हाइलाइट करना
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए सुझाव
844424931323284-906-f.m4a,आर्थिक संकट से आईडीबीआई बैंक को बचाने के प्रयास
844424931285121-906-f.m4a,सुप्रीम कोर्ट प्रशासन द्वारा पत्रकारों को जानकारी नहीं दी गई
844424932843741-725-f.m4a,आईआरएस विकल्प के बारे में जानकारी
844424932355663-436-f.m4a,चटगांव मेडिकल कॉलेज के प्राचार्य का संबोधन
844424932843818-725-f.m4a,अमेरिका और मैक्सिको में नई तकनीक
844424931185311-1116-f.m4a,मोबाइल निर्माण और इलेक्ट्रॉनिक उत्पादन पर जोर
844424933096414-725-f.m4a,सेलिब्रिटी मेहमान के रूप में आने की संभावना
844424932682815-725-f.m4a,कारण बताओ नोटिस के बाद असंतोषजनक जवाब
844424932803584-725-f.m4a,कोरोना महामारी से वैश्विक असर
844424932843748-725-f.m4a,वामपंथी दलों की नई रणनीति
844424931034414-760-f.m4a,पावर बैंक पर दिवाली ऑफर
844424932805246-725-f.m4a,सिलेट में मदरसा के गेट के पास गिरफ्तारी
844424932676624-725-f.m4a,प्रधानमंत्री का चमड़ा उद्योग पर संबोधन
844424931323325-906-f.m4a,देश के भीतर शिक्षण पर जोर
844424931285073-906-f.m4a,घटना के बाद एफआईआर दर्ज
844424932675128-725-f.m4a,कोरोना पॉजिटिव डॉक्टर द्वारा चिकित्सा सेवाएं
844424932805243-725-f.m4a,मुख्यमंत्री की गैरमौजूदगी पर नाराजगी
844424932843806-725-f.m4a,केंद्र की विभाजनकारी नीतियों के खिलाफ 17 वामपंथी दलों का आंदोलन
844424932332234-436-f.m4a,वे मिशिगन प्रांत के सागिनाव काउंटी में रहते हैं
844424932676629-725-f.m4a,बारिश के बीच बिजली गिरने की घटना
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए हथियार उठाने की सलाह
844424931449794-906-f.m4a,एफआर टॉवर की नक्शा धोखाधड़ी पर चार्जशीट
844424931034394-760-f.m4a,न्यूजीलैंड में आतंकी हमले के बाद जनाजे की खबर
844424932355618-436-f.m4a,मुंबई में 16 तारीख को संगीत कार्यक्रम आयोजित होगा
844424932805296-725-f.m4a,घटना के बाद अस्पताल में भर्ती किया गया
844424932355687-436-f.m4a,कोरोना वायरस के लक्षण के साथ डॉक्टर अस्पताल में भर्ती
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर ने विषय पर विचार साझा किए
844424931449818-906-f.m4a,नामांकन प्रक्रिया के आखिरी दिन
844424932843818-725-f.m4a,नई तकनीक तक पहुंच की चर्चा
844424931185273-1116-f.m4a,मानसून में बीमारियों से बचाव के उपाय
844424932843797-725-f.m4a,भीड़ की हिंसा को रोकने के लिए विधेयक पर चर्चा
844424931323246-906-f.m4a,अंतर्राष्ट्रीय गिद्ध संरक्षण दिवस पर संबोधन
844424932675198-725-f.m4a,शिक्षा अवकाश से लौटने में विफल शिक्षक को सेवा से हटाया गया
844424931034423-760-f.m4a,भारत के करीब मालदीव में चीनी रॉकेट गिरा
844424932682882-725-f.m4a,पिछले साल की तुलना में भारत दो स्थान नीचे खिसका
844424933095889-725-f.m4a,अक्सर गंभीर बीमारी की चपेट में
844424932803611-725-f.m4a,फ्रंट के नेताओं की बैठक
844424932843741-725-f.m4a,आईआरएस विकल्प पर टैक्स पेशेवर से परामर्श
844424932675119-725-f.m4a,सीरिया ने मिसाइल हमले किए
844424931323244-906-f.m4a,गोल्ड और सिल्वर रंग में फोन उपलब्ध
844424931185311-1116-f.m4a,मोबाइल और इलेक्ट्रॉनिक उत्पादन पर जोर
844424932803584-725-f.m4a,कोरोना से वैश्विक मृत्यु
844424931034413-760-f.m4a,हांगकांग में साबुन संग्रह परियोजना
844424932843797-725-f.m4a,भीड़ की हिंसा को रोकने के लिए विधेयक
844424932676648-725-f.m4a,संबोधन में काव्यात्मक सौंदर्य
844424932843748-725-f.m4a,वामपंथी दलों की रणनीतिक बैठक
844424933096414-725-f.m4a,सेलिब्रिटी अतिथि आने की संभावना
844424932843761-725-f.m4a,मुख्य अतिथि का संबोधन
844424933095849-725-f.m4a,गवाह बनने पर बाध्यता
844424932805296-725-f.m4a,घटना के बाद अस्पताल में भर्ती
844424932843741-725-f.m4a,टैक्स पेशेवर से सलाह
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर का वक्तव्य
844424933096414-725-f.m4a,सेलिब्रिटी अतिथि के रूप में उपस्थिति
844424931323284-906-f.m4a,आर्थिक संकट से बैंक को उबारा गया
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए सुझाव
844424931449818-906-f.m4a,नामांकन प्रक्रिया का अंतिम दिन
844424932805243-725-f.m4a,मुख्यमंत्री की गैरमौजूदगी पर चर्चा
844424931034423-760-f.m4a,भारत के पास मालदीव में गिरा चीनी रॉकेट
844424932843748-725-f.m4a,वाम दलों की नई योजना
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150वें जन्मदिन पर विशेष कार्यक्रम
844424932803611-725-f.m4a,एकता फ्रंट की बैठक और चर्चा
844424931323237-906-f.m4a,म्यांमार प्रशासन रोहिंग्या को राष्ट्रीयता प्रमाण पत्र के लिए मजबूर कर रहा
844424932843806-725-f.m4a,केंद्र की नीतियों के खिलाफ वाम दलों का आंदोलन
844424931034413-760-f.m4a,हांगकांग में साबुन संग्रह परियोजना की उपलब्धियां
844424931185296-1116-f.m4a,नया वायरस महामारी फैलाने में सक्षम
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा में सक्षम बनाने की अपील
844424932843761-725-f.m4a,सीमेंट सेक्टर के मुख्य अतिथि का संबोधन
844424933095849-725-f.m4a,गवाह बनने के लिए मजबूरी
844424932843741-725-f.m4a,आईआरएस विकल्प के लिए पेशेवर सलाह
844424931323246-906-f.m4a,गिद्ध संरक्षण दिवस पर संबोधन
844424932843797-725-f.m4a,भीड़ की हिंसा रोकने के लिए चर्चा
844424931185273-1116-f.m4a,मानसून में बीमारियों से बचने के घरेलू उपाय
844424932676648-725-f.m4a,काव्य की सराहना में सुंदर शब्द
844424932355687-436-f.m4a,डॉक्टर ने कोरोना लक्षणों के कारण अस्पताल में भर्ती
844424932355618-436-f.m4a,मुंबई में 16 तारीख को संगीत कार्यक्रम
844424933095889-725-f.m4a,अक्सर गंभीर बीमारियों का सामना करना
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर का वक्तव्य
844424932843818-725-f.m4a,आप एडेड यूनिवर्स और मैक्सिको तक पहुंच सकते हैं
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए प्रेरित किया गया
844424932803611-725-f.m4a,एकता फ्रंट के शीर्ष नेताओं की बैठक
844424932843806-725-f.m4a,विभाजनकारी नीतियों के खिलाफ वामपंथी आंदोलन
844424932843761-725-f.m4a,मुख्य अतिथि का भाषण
844424933095849-725-f.m4a,गवाह बनने की बाध्यता
844424932355687-436-f.m4a,कोरोना वायरस लक्षण वाले डॉक्टर अस्पताल में भर्ती
844424932355618-436-f.m4a,मुंबई में 16 तारीख को संगीत कार्यक्रम आयोजित
844424933095889-725-f.m4a,अक्सर गंभीर बीमारियों का शिकार
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर द्वारा विचार साझा किए गए
844424932805296-725-f.m4a,घटना के बाद व्यक्ति को अस्पताल में भर्ती कराया गया
844424932675119-725-f.m4a,सीरिया ने मिसाइल का जवाब दिया
844424932843797-725-f.m4a,भीड़ की हिंसा पर विधेयक चर्चा
844424931034423-760-f.m4a,भारत के पास मालदीव में चीनी रॉकेट गिरा
844424931185311-1116-f.m4a,मोबाइल और इलेक्ट्रॉनिक उपकरणों पर जोर
844424932843741-725-f.m4a,आईआरएस विकल्प पर कर पेशेवर से सलाह
844424931185273-1116-f.m4a,मानसून में बीमारियों से बचाव के लिए सुझाव
844424933095889-725-f.m4a,गंभीर बीमारी से जूझते रहे
844424932803611-725-f.m4a,फ्रंट नेताओं की बैठक
844424932675196-725-f.m4a,आरबीआई अधिकारियों की हड़ताल
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए सुझाव दिए गए
844424932843806-725-f.m4a,वामपंथी दलों का आंदोलन विभाजनकारी नीतियों के खिलाफ
844424932803611-725-f.m4a,एकता फ्रंट के शीर्ष नेताओं की बैठक और निर्णय
844424931034423-760-f.m4a,भारत के पास मालदीव में चीनी रॉकेट गिरा
844424932843748-725-f.m4a,वामपंथी दलों की नई रणनीति
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150वें जन्मदिन के अवसर पर आयोजन
844424932843761-725-f.m4a,मुख्य अतिथि का स्वागत भाषण
844424933095849-725-f.m4a,गवाह बनने की मजबूरी का विवरण
844424932803584-725-f.m4a,कोरोना महामारी के वैश्विक परिणाम
844424931034414-760-f.m4a,पावर बैंक पर दिवाली सेल के ऑफर
844424932805246-725-f.m4a,सिलेट मदरसा के गेट के पास से गिरफ्तारी
844424931185296-1116-f.m4a,नया वायरस महामारी फैलाने की क्षमता रखता है
844424931185273-1116-f.m4a,मानसून के दौरान स्वास्थ्य सुरक्षा पर सुझाव
844424933095889-725-f.m4a,गंभीर बीमारियों से जूझने की चुनौतियां
844424932355618-436-f.m4a,मुंबई में संगीत कार्यक्रम की तैयारी
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर द्वारा विश्लेषण
844424932843828-725-f.m4a,महिलाओं के सशक्तिकरण पर बल
844424932675119-725-f.m4a,सीरिया ने दुश्मन के मिसाइल का जवाब दिया
844424932843797-725-f.m4a,भीड़ की हिंसा रोकने के लिए विधेयक पर चर्चा
844424931185311-1116-f.m4a,मोबाइल निर्माण और इलेक्ट्रॉनिक उत्पादन पर जोर
844424932843761-725-f.m4a,सीमेंट सेक्टर के अतिथि ने अपने विचार साझा किए
844424932843806-725-f.m4a,वामपंथी दलों का विभाजनकारी नीतियों के खिलाफ प्रदर्शन
844424933095849-725-f.m4a,गवाह बनने के लिए मजबूरी का वर्णन
844424932803584-725-f.m4a,कोरोना महामारी के वैश्विक प्रभाव
844424932675196-725-f.m4a,आरबीआई यूनाइटेड फोरम की हड़ताल की घोषणा
844424931034414-760-f.m4a,दिवाली ऑफर में पावर बैंक पर छूट
844424932805246-725-f.m4a,सिलेट मदरसा के मुख्य द्वार के पास गिरफ्तारी
844424931185273-1116-f.m4a,मानसून में बीमारियों से बचने के लिए आहार में सुधार
844424931185296-1116-f.m4a,नए वायरस की महामारी फैलाने की क्षमता पर शोध
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर द्वारा समस्या पर प्रकाश डाला गया
844424931034423-760-f.m4a,मालदीव में गिरा चीनी रॉकेट
844424932843748-725-f.m4a,वामपंथी दलों की नई आंदोलनात्मक योजना
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150वें जन्मदिन पर विशेष आयोजन
844424932355618-436-f.m4a,मुंबई में आगामी संगीत कार्यक्रम की तैयारियां
844424932843828-725-f.m4a,महिलाओं को आत्मरक्षा के लिए प्रेरणा देने की पहल
844424932843797-725-f.m4a,भीड़ हिंसा से संबंधित विधेयक पर चर्चा
844424932675119-725-f.m4a,सीरिया का दुश्मन मिसाइल पर कड़ा जवाब
844424931185311-1116-f.m4a,मोबाइल और इलेक्ट्रॉनिक निर्माण पर विशेष ध्यान
844424933095889-725-f.m4a,बीमारियों से उबरने की चुनौतियों का सामना
844424932843741-725-f.m4a,आईआरएस विकल्प पर विशेषज्ञ से परामर्श
844424931034413-760-f.m4a,हांगकांग में साबुन संग्रह परियोजना की सफलता
844424931185273-1116-f.m4a,मानसून में बीमारियों से बचने के उपाय
844424931185296-1116-f.m4a,नए वायरस की महामारी फैलाने की संभावनाएं
844424932843828-725-f.m4a,महिलाओं के आत्मरक्षा कौशल को बढ़ावा
844424932843748-725-f.m4a,वामपंथी दलों की आंदोलनात्मक योजना
844424932843806-725-f.m4a,वामपंथी आंदोलन का केंद्र की नीतियों के खिलाफ प्रदर्शन
844424932803584-725-f.m4a,कोरोना महामारी का वैश्विक प्रभाव
844424931034423-760-f.m4a,मालदीव में चीनी रॉकेट का मलबा गिरा
844424932843741-725-f.m4a,आईआरएस विकल्प पर सलाहकार से मार्गदर्शन
844424932843797-725-f.m4a,भीड़ हिंसा को नियंत्रित करने के विधेयक पर चर्चा
844424932355618-436-f.m4a,मुंबई में 16 तारीख को संगीत कार्यक्रम आयोजित
844424932805246-725-f.m4a,सिलेट मदरसा गेट के पास पुलिस कार्रवाई
844424932675119-725-f.m4a,सीरिया की मिसाइल कार्रवाई
844424931034414-760-f.m4a,दिवाली सेल में पावर बैंक पर छूट
844424933095849-725-f.m4a,गवाह बनने की मजबूरी
844424932843761-725-f.m4a,मुख्य अतिथि द्वारा अपने विचार साझा
844424932843770-725-f.m4a,ढाका विश्वविद्यालय के प्रोफेसर का वक्तव्य
844424932805233-725-f.m4a,सिस्टर निवेदिता के 150वें जन्मदिन पर विशेष कार्यक्रम
844424933095889-725-f.m4a,बीमारी से उबरने की चुनौतियां
844424931185311-1116-f.m4a,मोबाइल निर्माण और इलेक्ट्रॉनिक उत्पादन पर बल
844424931323265-906-f.m4a,इसके अलावा आतंकियों की गोलीबारी में स्थानीय चाय विक्रेता मोसा घायल हुए
844424930841720-70-f.m4a,सचिव पद के लिए वर्तमान समिति के संयुक्त महासचिव मो जोर-शोर से सिफारिश कर रहे हैं
844424931382775-1116-f.m4a,और वहां मौजूद थे संस्कृति मंत्रालय के संयुक्त सचिव मो
844424931309487-1116-f.m4a,अहले सुन्नत के मालिकी मज़हब के संस्थापक मालिक इब्न अनस ने कहा
844424930757939-661-f.m4a,भारत में हर साल सबसे ज्यादा लोग कोबरा के डसने से मरते हैं
844424931185289-1116-f.m4a,यात्रा शुरू होने के एक दिन बाद ही वंदे भारत एक्सप्रेस ठप हो गई
844424930841706-70-f.m4a,करवा चौथ पर पत्नियों के लिए उपवास करते हैं ये बॉलीवुड सितारे भी
844424931285074-906-f.m4a,कार्यक्रम में मुख्य प्रायोजक के रूप में भाषण दिया खुलना यूनिवर्सिटी के वाइस चांसलर प्रोफेसर डॉ
844424931309501-1116-f.m4a,विदेश में बांग्लादेश के राजनयिक मिशनों को हर दिन 24 घंटे काउंसलर सेवा देने का निर्देश दिया विदेश मंत्री डॉ
844424930757913-661-f.m4a,बाल पोर्नोग्राफी कराने के जुर्म में 2017 में गिरफ्तार हुआ ऑस्टिन जोन्स
844424931034422-760-f.m4a,और उन्नीसवें दिन धरना प्रदर्शन में शामिल होकर समर्थन का संदेश दिया बीजेपी नेता शंकुदेव ने
844424931449808-906-f.m4a,इस वीडियो कॉन्फ्रेंस के लिए सभी प्रबंध राज्य को करने का निर्देश दिया गया
844424931449846-906-f.m4a,ऐसे और हजारों उदाहरण कहानियों में बिखरे पड़े हैं
844424931285092-906-f.m4a,शिक्षक के निलंबन की पुष्टि करते हुए जिला प्राथमिक शिक्षा अधिकारी मो
844424931185317-1116-f.m4a,बारिश हो सकती है कोलकाता और उसके आस-पास के जिलों में। उत्तर और दक्षिण दिनाजपुर में छिटपुट बारिश होगी
844424931285068-906-f.m4a,डीजी सुरजीत के समान वेतन मांगते हुए वरिष्ठ अधिकारियों का पत्र नबन्ना पहुंचा
844424931382791-1116-f.m4a,बिग बॉस में आने के लिए जेनिफर को लगभग 3 करोड़ रुपये का ऑफर दिया गया था
844424931309496-1116-f.m4a,अलमडांगा में 2 यूपी चेयरमैन को सम्मानित किया गया और चिटला यूपी चेयरमैन के घर पर बम हमला की निंदा और विरोध
844424931034352-760-f.m4a,फेसबुक का इस्तेमाल करना हो तो अब से इन नियमों का पालन करना होगा
844424930757933-661-f.m4a,चटगांव इंजीनियरिंग यूनिवर्सिटी ऑफ टेक्नोलॉजी का उद्घाटन और बांग्लादेश स्वतंत्रता दिवस का उत्सव
844424931185316-1116-f.m4a,प्रेस कॉन्फ्रेंस में डिटेक्टिव पुलिस के मीरपुर डिवीजन के अतिरिक्त उप आयुक्त मो
844424931382742-1116-f.m4a,दिल्ली चुनाव के उम्मीदवार चयन पर अमित शाह के घर पर 7 घंटे की मैराथन बैठक में बीजेपी नेता
844424931034409-760-f.m4a,4 लोगों को भोपाल से दिल्ली लाने के लिए पूरे एयरबस को किराए पर लिया गया
844424930757976-661-f.m4a,जापा चेयरमैन के एकांत व्यक्तिगत सचिव और दल के नेता खालिद अख्तर पत्रकारों से
844424930841702-70-f.m4a,मास्टर्स परीक्षा के बाद 15 दिन तक ईबी के होस्टल में रह सकते हैं
844424930757897-661-f.m4a,नड़ाइल में विश्वविख्यात चित्रकार एसएम सुल्तान के 94वें जन्मजयंती पर समाधि पर पुष्पांजलि और चर्चा सभा
844424930841747-70-f.m4a,जिनेवा स्थित इस संगठन के एशिया-प्रशांत क्षेत्र में सदस्य बनने के लिए बांग्लादेश के अलावा
844424930757987-661-f.m4a,बाइजु बावरा फिल्म से रणवीर सिंह को हटाया निर्देशक ने
844424930757932-661-f.m4a,"बंगाल के दो पर्वतारोहियों को बचाने की कोशिश में जो समस्या आई, उसे निर्मल पुर्जा ने बताया"
844424930841745-70-f.m4a,नजरुल इस्लाम तालुकदार और जस्टिस के एम हाफिजुल आलम की हाईकोर्ट बेंच में एक रिपोर्ट
844424930841704-70-f.m4a,मृत 6 युवाओं के घर जाकर संवेदना जताई बियानीबाजार के जमीयत नेता
844424930757909-661-f.m4a,बंदूकधारी गार्ड के बिना भोजन के ट्रक सड़क पर नहीं उतारे जा सकते
844424930841730-70-f.m4a,कैरी फिशर के रूप में प्रिंसेस लिया को शानदार मूवी स्टार वार्स में
844424930757977-661-f.m4a,गोपालपुर डिग्री कॉलेज में शिक्षक भर्ती सांसद समेत कमेटी के खिलाफ घूस व्यापार का आरोप
844424931029480-760-f.m4a,कोरोना वायरस की स्थिति और बिगड़ने पर सरकार ने बांग्लादेश के नागरिकों समेत अन्य देशों के लोगों को चीन से ए
844424931029431-760-f.m4a,कुल 59 लाख रुपये कोरोना से लड़ने के लिए दान दिए पूर्व भारतीय कप्तान ने
844424931285038-906-f.m4a,घोड़े के साथ फोटोशूट का विचार शादी के फोटोग्राफी तक ही सीमित नहीं है
844424931309525-1116-f.m4a,बंगाल के श्रमिकों की सुरक्षा के लिए एमओयू समझौता किया जाएगा विभिन्न राज्यों के साथ
844424931382794-1116-f.m4a,नैतिक एक विरोधाभास है कि कुछ भी अनैतिक या नैतिक हो सकता है
844424930757926-661-f.m4a,धर्म का अपमान करने के आरोप से आसिया बीबी को बरी किए जाने पर पांच हजार से अधिक प्रदर्शनकारियों के खिलाफ मामला दर्ज
844424931029429-760-f.m4a,इस दौरान विज्ञान और प्रौद्योगिकी मंत्रालय के वरिष्ठ सचिव इंजीनियर मो
844424931323292-906-f.m4a,मोहम्मद नसीम को संयोजक बनाकर इस समिति के सदस्य सचिव बने डॉ
844424931323301-906-f.m4a,सुनवाई के बाद अदालत ने अगले साल 17 जनवरी को सिविल सर्जन डॉ
844424931309484-1116-f.m4a,उसी समय अचानक पीछे से तेज गति से एक लोरी ने टक्कर मारी
844424931382737-1116-f.m4a,रोजा रखते समय वे कई बार समस्याओं का सामना करते हैं
844424931285073-906-f.m4a,"इस घटना में मामला दर्ज किया गया है, ऐसा बताया मो"
844424931449831-906-f.m4a,नए लोगों को टेरिटोरी ऑफिसर के पद पर नियुक्त कर रहा है ब्रिटिश अमेरिकन टोबैको
844424931382815-1116-f.m4a,सीरिया में मारे गए सैनिकों के शव प्राप्त करने के बाद उन्हें सम्मान दे रहे ट्रंप और पोंपिओ
844424931309506-1116-f.m4a,दाउदकांडी उपजिला कार्यकारी अधिकारी कमरुल इस्लाम खान की अध्यक्षता में उपस्थित थे आ
844424931382748-1116-f.m4a,विजय दिवस की पहली प्रहर में रात 12:01 बजे वाइस चांसलर प्रोफेसर डॉ
844424931323242-906-f.m4a,टीम गेम को हथियार बनाकर इस बार के रणजी में बंगाल अश्वमेध के घोड़े जैसा लग रहा है
844424931323272-906-f.m4a,ओहायर के सहयोग से डीएमपी मुख्यालय में 23 वॉटर प्योरिफायर और डिस्पेंसर लगाए गए
844424931029445-760-f.m4a,विषयটি सुनिश्चित करते हैं सुप्रीम कोर्ट के स्पेशल ऑफिसर बैरिस्टर मो
844424931034386-760-f.m4a,दुकान के कोने में फंसे एक कुत्ते को बचाते हुए करंट लगने से मर गए मो
844424931323264-906-f.m4a,और कल तक कुल दो हजार 913 लोग लक्षण लेकर
844424931449841-906-f.m4a,इस शहर के अंदर अचानक हलचल में उदास एक गली
844424930841731-70-f.m4a,न्यूयॉर्क यात्रा के बाद कल रात तेहरान लौटे ईरान के विदेश मंत्री
844424931382756-1116-f.m4a,इस समय सीसीयू में कार्यरत थे मेडिसिन विभाग के सहायक रजिस्ट्रार डॉ
844424931309443-1116-f.m4a,हेमताबाद के विधायक की मौत की निष्पक्ष जांच की मांग बीजेपी के राज्य महासचिव रथींद्र नाथ बोस ने
844424931029469-760-f.m4a,एयरलाइन की गलती से फ्लाइट रद्द होने पर टिकट का पैसा लौटाना होगा
844424931029490-760-f.m4a,और पढ़ें विराट को पीछे छोड़ते हुए दूसरे सबसे तेज भारतीय के रूप में स्मृति मंधाना ने रिकॉर्ड बनाया
844424931285116-906-f.m4a,तौकीर की परीक्षा से एक घंटे पहले छात्रों के बीच वह प्रश्नपत्र बांटा गया
844424931034386-760-f.m4a,दुकान के कोने में फंसे एक कुत्ते को बचाते हुए करंट लगने से मर गए मो
844424931323264-906-f.m4a,और कल तक कुल दो हजार 913 लोग लक्षण लेकर
844424931449841-906-f.m4a,इस शहर के अंदर अचानक हलचल में उदास एक गली
844424930841731-70-f.m4a,न्यूयॉर्क यात्रा के बाद कल रात तेहरान लौटे ईरान के विदेश मंत्री
844424930841748-70-f.m4a,चुनाव आयोग की निष्क्रियता और निष्पक्ष तरीके से वोट न कराने के विरोध में चुनाव आयुक्त सुनील
844424930841732-70-f.m4a,हाफिजुद्दीन खान और सचिव बदीउल आलम मजूमदार की ओर से डॉ
844424930757931-661-f.m4a,दुनिया के दूसरे सबसे बड़े कोरोना प्रभावित देश में गाड़ियों में ही 15 जोड़ों ने शादी कर ली
844424930757946-661-f.m4a,लक्ष्मी कर्मकार नाम की विकलांग किशोरी का घर चालसा रेलगेट के पास शिव मंदिर पाड़ा है
844424930757975-661-f.m4a,सांस लेने में समस्या के कारण अस्पताल में भर्ती हुईं सरोज खान
844424930757927-661-f.m4a,अमेरिका के बीच व्यापार गैर-अनुबंध और अनुबंध सीमित
844424930757947-661-f.m4a,स्वर्गीय आरएसपी के महासचिव क्षिति गोस्वामी का शव कोलकाता लाने की तैयारी
844424930757948-661-f.m4a,"दुनिया के जिन टीकों पर रिसर्च आगे बढ़ी है, उनमें ऑक्सफोर्ड यूनिवर्सिटी का टीका प्रमुख है"
844424930757944-661-f.m4a,इसी आदेश में टी बोर्ड में नए चेयरमैन के रूप में मेजर जनरल मो नियुक्त हुए
844424930757943-661-f.m4a,"आज 2,993 लोग अस्पताल से छुट्टी पाए"
844424930757908-661-f.m4a,इस साल पेड़ की जिम्मेदारी उनके पास थी। डाल टूटने पर उन्होंने राहुल को सजा दी
844424930757901-661-f.m4a,भारत के खिलाफ मैदान में उतरते ही दुर्लभ रिकॉर्ड बनाया रॉस टेलर ने
844424930757911-661-f.m4a,उस सेमिनार में मुख्य अतिथि के रूप में उपस्थित थे ग्रीस में नियुक्त बांग्लादेश के राजदूत मो
844424931309432-1116-f.m4a,सुशांत के रसोइए और दोस्त को साथ लेकर बांद्रा फ्लैट पहुंची सीबीआई
844424931185290-1116-f.m4a,इंस्टाग्राम पर एक वीडियो पोस्ट कर प्रशंसकों को शुभकामना दी मलाइका ने
844424931185293-1116-f.m4a,मां सोनी राजदान का भावुक नोट शेयर किया आलिया भट्ट ने
844424931309518-1116-f.m4a,जुल्फिकार सतखीरा के स्थानीय दैनिक आज का सतखीरा अखबार के बांशदहा यूनियन प्रतिनिधि और हवालखाली गांव के मो
844424931185280-1116-f.m4a,सूडान में इस वित्तीय वर्ष में रिकॉर्ड मात्रा में जूट उत्पादों का निर्यात हो रहा है
844424931382732-1116-f.m4a,फिलहाल विशेष ऑफर के तहत यह प्लान लेकर आया सरकारी
